,Unique_Game_ID,Year,Round,game_id,Home_Team,Home_Score,Away_Team,Away_Score,player_name,Team,Kicks,Handballs,Disposals,Contested_Possessions,Uncontested_Possessions,Disposal_Efficiency,Clangers,Marks,Contested_Marks,Marks_Inside_50,Hit_Outs,Clearances,Centre_clearances,Stoppages,Rebound_50,Frees_For,Frees_Against,Tackles,One_Percenters,Bounces,Inside_50s,Goals,Behinds,Goal_Assists,Goal_Percentage,Time_On_Ground_Percentage,AFL_Fantasy_Points,Champion_Data_Rating,Tackles_50,Metres_Gained,Score_Involvements,Predicted_Votes,prediction0,prediction1,prediction2,prediction3
69,1388,2019,1,2,COLL,65,GEEL,72,Esava Ratugolea,GEEL,2,3,5,5,1,80.0,3,0,0,0,4,2,0,2,1,2,2,2,2,0,1,0,0,0,0,78,20,4.1,0,92,0,0.0,0.999999999982677,1.5967179117516895e-11,1.3200413728489119e-12,3.5845908249972664e-14
70,1388,2019,1,2,COLL,65,GEEL,72,Luke Dahlhaus,GEEL,8,16,24,8,15,66.7,3,4,0,1,0,3,1,2,1,2,1,6,2,0,4,1,1,0,50,79,98,6.2,1,274,4,0.0,0.9326464161437389,0.037842965172257076,0.02638470592111868,0.00312591276288815
71,1388,2019,1,2,COLL,65,GEEL,72,Gryan Miers,GEEL,6,5,11,3,6,72.7,2,1,0,0,0,0,0,0,1,2,0,3,1,0,1,0,0,0,0,76,45,3.6,1,94,1,0.0,0.9999999980363228,1.7858763217352673e-09,1.733106917728269e-10,4.491331965862809e-12
72,1388,2019,1,2,COLL,65,GEEL,72,Mark O'Connor,GEEL,6,7,13,7,7,69.2,2,3,1,0,0,0,0,0,2,1,0,1,5,0,1,0,0,0,0,80,46,8.3,0,87,0,0.0,0.9999999966910664,3.0873361322254762e-09,2.180506214667685e-10,3.5441439371485594e-12
73,1388,2019,1,2,COLL,65,GEEL,72,Tim Kelly,GEEL,17,14,31,12,20,67.7,5,5,0,0,0,9,2,7,1,1,1,4,1,0,6,0,0,2,0,81,108,16.9,0,597,4,3.0,3.89943685277274e-08,0.1349691858616471,0.39127183348083755,0.4737589416631443
74,1388,2019,1,2,COLL,65,GEEL,72,Charlie Constable,GEEL,9,12,21,5,15,85.7,3,4,0,0,0,3,0,3,2,1,0,3,0,0,0,1,0,0,100,66,82,8.0,0,205,5,0.0,0.999983401426126,1.2825669296680532e-05,3.644854111173876e-06,1.2805046851582143e-07
75,1388,2019,1,2,COLL,65,GEEL,72,Tom Hawkins,GEEL,7,5,12,5,9,58.3,4,6,0,4,0,1,0,1,0,0,1,4,1,0,1,2,2,0,40,95,76,7.6,2,178,7,0.0,0.9972089028941032,0.002233401848521953,0.0005064061075428428,5.1289149828618516e-05
76,1388,2019,1,2,COLL,65,GEEL,72,Mitch Duncan,GEEL,13,6,19,5,12,73.7,0,8,0,1,0,1,1,0,2,1,0,3,3,0,1,1,1,0,50,86,95,11.7,0,253,5,0.0,0.999449807106645,0.00042903486669973863,0.00011332454488144156,7.833481770658316e-06
77,1388,2019,1,2,COLL,65,GEEL,72,Jordan Clark,GEEL,14,3,17,3,13,82.4,1,4,0,0,0,0,0,0,4,0,0,0,4,0,5,0,0,0,0,86,60,6.9,0,486,1,0.0,0.9999973437667045,2.4151901918013244e-06,2.3333537708636531e-07,7.70772884996565e-09
78,1388,2019,1,2,COLL,65,GEEL,72,Sam Menegola,GEEL,12,7,19,7,13,89.5,0,6,0,0,0,2,1,1,1,0,0,3,2,0,5,0,1,1,0,64,81,9.5,1,280,2,0.0,0.9999975008835627,2.2139991444799367e-06,2.7718758447773445e-07,7.929709649505554e-09
